t_web[horiz],h_overall[vert]
3.988724602774704198e-03,1.855462184873949566e-02
4.035240930811700988e-03,1.855462184873949566e-02
4.081757258848696043e-03,1.855462184873949566e-02
4.128273586885692834e-03,1.855462184873949566e-02
4.174789914922688756e-03,1.855462184873949566e-02
